,count,hate_speech,offensive_language,neither,label,tweet
3579,3,0,3,0,0,  we need to grow mullets together so we can get all the bitches and  can hate on us
3580,3,1,2,0,0, also is search of dirty white trash hookers for the weekends
3581,3,0,3,0,0,dun54 awww shit lol i want my money too bitch who else i give one to
3582,3,0,3,0,0,dun54 oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk
3583,3,0,2,1,0,fritzy    5 bitch better back up katys mine
3584,3,0,3,0,0,kwest no cpt commando is a hoe and a cocksucker
3585,3,0,3,0,0,kwest when a bitch look his way 
3586,3,0,0,3,0,logan and you know best about the bird moves
3587,3,1,2,0,0,nastyy farto why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers
3588,3,0,3,0,0,fh happy another group of 365 days you weird ass son of a bitch thats why we all love you though hoping there are riots in htown
3589,3,0,3,0,0, kiss these nuts bitch
3590,3,1,2,0,0,  tyler isnt shit faggot go listen to some real music
3591,3,2,1,0,1, fag
3592,3,0,3,0,0, faggot
3593,3,3,0,0,1, you dont know shit about me faggot bitch
3594,3,0,3,0,0,  absolutely retarded article 
3595,3,0,3,0,0,  am i really a fag if im liking that video
3596,3,3,0,0,1, fag
3597,3,2,1,0,1, faggot
3598,3,2,1,0,1, not funny u faggot
3599,3,0,3,0,0, ugly goldigging cunt u probably have an uncircumcised penis faggot
3600,3,2,1,0,1, ur brother looks so queer and ugly
3601,6,0,6,0,0,  128308989965039128308989965039128308989965039 no pressure hoe
3602,3,0,3,0,0, hoes saying eyebrows on fleek  search it on twitter
3603,3,0,3,0,0,  james nobody save a couple illiterate inbred teabagger morons gives a flying fuck about your revelations
3604,3,1,0,2,0, ltltbest name on twitter ever aka jewbaccaltltsecond best name on twitter
3605,3,0,3,0,0, damn your bitch really hoen for the f
3606,6,0,0,6,0, thats energy the city is electric gotta go to yankees stadium when they are winning it is truly electrifying
3607,3,1,2,0,0, nigger you are bigger than i am do you even r4apersec 
3608,3,0,2,1,0,banks momma didnt raise no sukka bitch
3609,3,0,2,1,0, use monkey maker you prick
3610,3,0,3,0,0, i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb ass aint even using it
3611,3,2,0,1,1, i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something 128514128557 dans so funny
3612,3,0,3,0,0,   yep texas is redneck heaven
3613,3,0,3,0,0, selenaaaa haha yuhh that hoe was funny
3614,3,0,3,0,0, stank ass hoes haha
3615,3,0,3,0,0, bitch
3616,3,0,3,0,0,  fuck you bitch lol
3617,3,0,3,0,0,  shut up bitch
3618,3,0,3,0,0,  suck a dick hoe
3619,3,1,2,0,0,   youre gay bitch
3620,3,0,3,0,0,  no bitch lol
3621,3,0,3,0,0,  lmao youre on my timeline it aint spying hoe lol
3622,3,0,3,0,0,  bitch you beat after losing twice lol and we won 11 you just a hater
3623,3,1,2,0,0, bitch answer me lol
3624,3,0,3,0,0, bitch you cant even say no lol
3625,3,0,3,0,0, lmao youre a bitch boy
3626,3,0,3,0,0, lol thanks bitch hahah vegas aint ready for us lol
3627,3,0,3,0,0, shut up bitch
3628,3,0,3,0,0, that dont mean youre not balling lol shut up hoe lol
3629,3,1,2,0,0, that means youre balling if youre jewish lol i dont love hoes lol
3630,3,0,3,0,0, youre a bitch lol
3631,3,0,0,3,0, mallymal no song ive heard was good is what i mean by hes trash
3632,3,1,2,0,0, please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks
3633,3,0,3,0,0, theyre both big bitches tho lol
3634,3,2,1,0,1, mucka good leave you stupid faggot
3635,3,2,1,0,1, huh lol mad nigger is mad
3636,3,0,3,0,0, you aint got no hoes lil jess youre a lil guy
3637,3,0,2,1,0, 128528 who did you rob them hoes like 4 online
3638,3,0,3,0,0,     bitch ass nigggaaa
3639,3,0,3,0,0, i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended
3640,3,0,3,0,0, the fact this bird ass nigga took my phone and did a light skin pose in school  smh lol 
3641,3,0,3,0,0, time to call hoes
3642,3,1,2,0,0, feels like its been a year since i seen ya queer lolol
3643,3,0,3,0,0, nooo ambers supposed to kill me fag
3644,3,0,0,3,0, did you say spray tan charlie crist switches back to republican
3645,3,1,2,0,0, dont let idiots that cant even spell retarded get you down
3646,3,0,3,0,0,  awwe i love you too jenny your so damn perf amp not ugly seriously dis bitch must be blind
3647,3,0,0,3,0, its also a bird a city and a math theorem i make no assumptions
3648,3,0,3,0,0, i can trap anywhere i wanna just because i aint a bitch n in rarely solo
3649,6,0,6,0,0, go on craigslist bitches be on there 128514128514
3650,6,0,6,0,0, my luck the bitch gonna drug me an i wont even kno what happened lmao
3651,3,0,3,0,0, she can suck dick tho thats better than brownies
3652,3,0,3,0,0, ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao
3653,3,1,2,0,0, youre a bitch
3654,3,0,3,0,0, i cant be homeless in 2014 but them bitches better not slip in 2015
3655,3,0,3,0,0, bitch i might be
3656,3,0,3,0,0,rubi shititslaura bitch you just an inch taller than me 128079128079 amp we normal height jessyca and daysi are just some short bitches 128514
3657,3,2,1,0,1,   lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard
3658,3,0,2,1,0, savages day is like coloreds dat wrap day hoes like mummies
3659,3,1,2,0,0,  lti hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds
3660,3,2,1,0,1, happy birthday faggot
3661,3,1,2,0,0,   are you a race traitor or just a dumbass
3662,3,0,3,0,0, hey jim youll love this 
3663,9,1,8,0,0,  68w just like fat chicks need love too i guess some jeffrey dommer type would be all over that sloppy ho
3664,3,2,1,0,1, and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days
3665,3,1,0,2,0, tranny
3666,3,0,3,0,0,clark6  no homo bro love ya to lets get some 151 an some malibu rum tech 9 this bitch haha
3667,3,0,3,0,0,clark6   an just dont be a hoe about it haha
3668,3,0,3,0,0,rivers bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye
3669,3,0,3,0,0,  youre such a bitch carlton youre lucky your fathers a judge
3670,3,0,3,0,0, you need to insert a chill pill up your ass twice a day until your bitch assness goes away if the problem persists see a doctor
3671,6,1,4,1,0, is such a retard 8220 biden calls himself 8216white boy8217 in meeting with black pastors 
3672,3,2,1,0,1, i guess blaspheme to your allah is ok if your pos muzzie huh   
3673,3,3,0,0,1, sit down and stfu raghead  
3674,3,0,3,0,0, shut up faggot
3675,3,0,3,0,0,  but that bitch could care less about benghazi victims
3676,3,0,3,0,0,schmucc dog government jobs is the shit i done got my last few off that bitch
3677,3,3,0,0,1,d26 sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag
3678,3,0,3,0,0,d26 youre such a pussy
3679,3,0,3,0,0, is big cat a fat pussy joke
3680,3,0,3,0,0, go eat bear shit you fuckin yokel
3681,3,0,3,0,0,mayer69 mackkk dont talk to your hoe that way
3682,3,0,3,0,0, lol wyo bitch
3683,3,0,1,2,0,  trash aint it
3684,3,0,0,3,0,07 like their players really been talking trash about bama
3685,3,0,3,0,0,   you sound like youre pussy whooped freelikeabird
3686,3,1,2,0,0,  youre a sensitive pussy whooped no sense of humor neo zoom maxi dweeb now sit your ass all the way down
3687,3,0,0,3,0, no good options left indeed this president makes jimmy carter look like a piker so sad
3688,3,0,3,0,0, true but then again im my opinion a hoe is someone who goes and sleeps with everybody
3689,3,0,0,3,0, hes definitely trash but if bill cohwer or stanford s head coach want the job id hire them with a new gm of course
3690,3,0,3,0,0,20 128557 pussy
3691,3,0,3,0,0, he talkin bout we wanna be human and im just like  bitch whet
3692,3,0,3,0,0, im a lil nigga wait till you see nigga you aint ready im from chicago boy i aint no pussy from the burbs just wait
3693,3,1,2,0,0, fuck no faggot
3694,3,0,0,3,0,ward thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues
3695,3,0,0,3,0, i didnt really have one was aware of yankees but always loved dodgers uniform
3696,3,0,0,3,0,  yep sobsi got my hopes up when a couple of the national guys including that kipermcshay mock had him slipping
3697,3,1,2,0,0, you wouldnt last a day there hoe
3698,3,0,3,0,0,  she playin pussy hole bingoshe drawing the next number
3699,3,2,1,0,1, damn took this dumb spic nearly 2 days to respond wuz really good tho beaner
3700,3,2,1,0,1, shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull
3701,3,0,0,3,0,  it always looks so nice i was gonna buy this yellow one
3702,3,0,3,0,0,ltf shut up pussy
3703,3,1,2,0,0,2 faggot
3704,3,1,2,0,0,2 i know bout yo wack ass dreads nigger
3705,3,1,2,0,0,2 nah youre a nigger
3706,3,0,3,0,0, kik is for hoesyou either gone shit or get off the pot
3707,6,0,6,0,0,james01 aint no love 4 these hoes
3708,3,0,3,0,0,9 shit he prolly is other than that everybody else trash
3709,3,1,2,0,0, cowboys fans are cunts stop the presses
3710,3,1,2,0,0, are we still talking about animals i know some asian folks that would love to see how you prepare your pussy before eating it
3711,3,0,3,0,0, im not a bitch take it back
3712,3,0,3,0,0,jval i totally think the something when bitches come across mine saying we are similar uh no 9995
3713,3,0,3,0,0,munguia bitch merry christmas
3714,3,0,3,0,0, amen little mama y does this old southern country bitch like you so much i dont know but i do
3715,3,1,2,0,0, block or mute the cunt
3716,3,0,0,3,0, elissa would call me trash vile etc
3717,3,0,0,3,0, get a can of wasp spray it shoots out 20 feet and cheaper than bear spay or mace works just as good
3718,3,1,2,0,0, or a southern bitch like me who will blow a persons heart out of their back wone shot
3719,3,0,3,0,0, thank god im just an  old redneck bitch from memphis tn and not a troll
3720,3,2,1,0,1, fuck u nigger
3721,3,0,3,0,0, jus exsposin hoes on a whole different level 128557128514
3722,3,0,3,0,0, i want someim so damn tired of being in the fucking kitchen a bitch is hot and needs a glass of wine and a back rub
3723,3,0,3,0,0, bitch wake up
3724,3,0,2,1,0, gross ill stick with my galaxy it will still receive those nips
3725,3,0,3,0,0, not nappy head hoe though 128514128514
3726,3,0,3,0,0,vinny  if he wants bitches tip toein on his marble floors he will 128521
3727,3,1,2,0,0,  aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living
3728,3,0,1,2,0, 128530forever 21 hoes
3729,3,0,3,0,0, on sale ass hoes
3730,3,0,3,0,0,rob big titty bitch lmao fuck it good party
3731,3,1,2,0,0,  where the fuck were you this summer bitch
3732,3,0,3,0,0, bye hoe
3733,3,0,3,0,0, dnt use my shit against me hoe
3734,3,0,3,0,0, negro please
3735,3,0,2,1,0, yes u hoe
3736,3,0,0,3,0, lmao it bel ike that nowadays
3737,3,1,2,0,0, dont favorite me you faggot
3738,3,0,3,0,0,thistime we need more opinionated bitchesmoar
3739,3,1,2,0,0,baez shut the fuck up faggot ass knicks cock sucker your opinion is irrelevant fag
3740,3,1,2,0,0,  teabaggers are extremely dumb
3741,3,0,3,0,0, drinking away this stress you got some new hoes for us
3742,3,1,2,0,0, pretty sure you meant flight and not flite dumb ass cracker
3743,3,0,2,1,0, i didnt know you was following me hoe 128514
3744,3,0,0,3,0,  oh but those last few that did charlie wilma jeanne
3745,3,0,2,1,0, christianne politics isnt twitter coon lol
3746,3,0,3,0,0, choke on something hoe
3747,3,1,2,0,0, lmao cunt
3748,3,0,3,0,0, lostb0y fuck off my pussy boi bitch
3749,3,0,3,0,0, lostb0y me bitch im tryna keep a clean track record the fuck bruh
3750,3,0,3,0,0, we dont love these hoes
3751,3,3,0,0,1, didi23 is an evil hate whitey racist who thinks delbert belton deserved it   
3752,3,0,3,0,0, idk is shes actually from there lol we followed a band but we met a few bainbridgians this bitch had like 4 teeth i swear lol
3753,3,1,2,0,0,forkicks 128514128514128514128514 im joked out bitch you stupid
3754,3,0,3,0,0,forkicks likkadawgg turn up ya bitchfw ya dawg man
3755,3,0,3,0,0,forkicks tf bitch you had brain surgery and aint tell me
3756,3,0,3,0,0, make that llama your bitch
3757,3,0,3,0,0, bitch 128530
3758,3,0,3,0,0, lets get a group together amp do something negro im home
3759,3,2,1,0,1, ugly nigger
3760,3,0,3,0,0, 05 its funny how this page quoted my tweet about the term camel jockey bc i am a fucking arab you dumbass 128529
3761,3,0,3,0,0, elizabeth lehrer thanks kass i respect you not you annie youre a bitch
3762,3,0,0,3,0, i starting laughing worked outnot bc i think its funny that you workthrows phone in trash over butchered subtweet
3763,3,0,3,0,0, bitch nigga
3764,3,0,3,0,0, ily hoe cheer up pretti
3765,3,0,2,1,0, lol tell that hoe grow up ahaha
3766,3,0,3,0,0, fuck bitches
3767,3,1,2,0,0, i know nigs
3768,3,0,3,0,0, yo bitch i miss you too
3769,3,0,1,2,0, lmao girlllaaaa i dont like em chunky anymore128514128514128514128514128567
3770,3,0,3,0,0,  dont get it twisted said aint playin ny state of mind when bitches is around clicks link
3771,6,1,5,0,0, i woulda jus told skylar one night hey i got a flight in the morninyou wit it or nah while textin my brazilian bitch
3772,3,0,3,0,0, lol this is why u my nig
3773,9,0,9,0,0, he jus need to go to brazil get himself a bad brazilian bitch and jus relax
3774,3,0,3,0,0, if yo girl let them in she a hoeshe belong to the world why u cuffing her
3775,6,0,6,0,0, why is he stressin himself this nig can be livin lik meech before he went to prison
3776,6,2,4,0,0, your welcome my nig salute
3777,3,1,2,0,0, bitch your yuck
3778,3,2,1,0,1,  gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
3779,3,0,2,1,0, im on that hoe now
3780,3,1,2,0,0,hefner lmaooo hell naw nigga you must was playing school of blind and cripple
3781,3,0,0,3,0, i feel the same way about the bigotry and racism of using the word redskins
3782,3,0,3,0,0, shut up bitch it ainn complete witout money melle n it
3783,3,0,1,2,0, yellow shirt hat turnt to da side
3784,3,0,0,3,0, along with the french blue and buggs bunny viis and the oreo ivs 
3785,3,0,3,0,0, please acknowledge my existence you amazing son of a bitch
3786,3,0,0,3,0, do u still have ur blk pom
3787,3,0,3,0,0,  see bitch this is why you have no friends
3788,3,0,3,0,0,  look here bitch if i wanted to be gramatically correct i would have
3789,3,0,2,1,0, im talking about the pucture of the pussy cat you nit twit
3790,3,0,2,1,0,  him as well they like their fried chickenesp the spear chuckers
3791,3,0,0,3,0,   he now resides on the mantle piece
3792,3,0,0,3,0, certainlt not the paddies
3793,3,0,0,3,0, man city and the yankees have got together to form the 20th mls clubthey begin playing in 2015
3794,3,0,2,1,0, mrcoxthe chase me charlie of his daybend over boywhile i conjugate your ae
3795,3,0,0,3,0, not taking franks advice and he ate the yellow snow
3796,3,0,3,0,0, that twat barry hearneit would seem to be all about there was no option for teams to share the venue
3797,3,0,0,3,0, the spear chuckers are flooding into upton park
3798,3,0,0,3,0, yankees beat then in the grapefruit league the other day
3799,3,0,0,3,0, yankees playing tonight in the bronx3rd game of the current series against the diamondbacks
3800,3,0,0,3,0, you rememberit used to be funny coloured paper
3801,3,2,0,1,1,gth nahh  whatever you are spook or spic i still dont like you  good day
3802,3,0,3,0,0, bitches aint shit but hoes with tricks
3803,3,0,3,0,0,wright boy420 chulo do it i fucking dare you faggot
3804,3,0,3,0,0,wright  nicole21 boy420 chulo you cant call someone a fag if youre snuggling up with guys
3805,3,2,1,0,1,wright  chulo so if your 17 and in high school you dont have your own house you fucking faggot
3806,3,0,3,0,0,wright  faggot
3807,3,0,3,0,0,wright chulo boy420 the stupidest bitch brb crying he called me stupid
3808,3,0,2,1,0, ohh mr im all tough cause i live in a retarded city thinks hes cool people like you should be shoveling my snow broke bum
3809,3,0,3,0,0, apply to thunder valley bitch
3810,3,0,3,0,0, look here im a thirsty ass bummy ass bitch ass 17 year old niqqa amp i jus wanted to know if i can get a follow back please
3811,3,0,3,0,0,  when bet now i make sure that bitch is not involved thats 1 thing floyd and pac can agree on she screwed em both
3812,3,0,0,3,0, i like him but i really doubt he even plays we already got a lot in the big man rotation committed to bosh bird mcbob amp shawne
3813,3,0,3,0,0, finished the essay and the quiz bitch
3814,3,0,3,0,0, ok i just wanted to know bitch at 520 if youre not here im out
3815,3,2,1,0,1,mcadams because ians retarded
3816,3,0,3,0,0, lol nigga them look like a combo of trash in your house amp trash at the dump
3817,3,0,3,0,0, on god niggaa be tryna say aids been out longer and shit like no bitch ebola been out here 128514
3818,3,0,3,0,0, the bad bitch with them ugly ass nikes
3819,3,1,2,0,0,thatseven lol im not you just cant be sad about things you cant control but when you walk that stage my nigglet ill be happy 
3820,3,0,3,0,0, lmaoo 128514128149i think i want this bitch ya me tiene cansada but thanks 128536wait hold up  who u fighting 128563
3821,3,1,2,0,0, u stupid fuk head bitch
3822,3,0,2,1,0, and the plastic surgery of a tranny
3823,3,0,3,0,0, quit being a baby  hit that patchouli pussy
3824,3,0,2,1,0, so shes retarded
3825,3,0,3,0,0,  i think i did my job here toodles to you bitches 999665039
3826,3,0,3,0,0, speaking of little bitch you didnt even do all your squats you little bitch kept talking to distract everyone else 128530 128587128064128073128590 icu
3827,3,0,0,3,0, jonez io lol osi tangi haha a tuku ho tangible terryn atunga ho fie lea lahi mai
3828,3,1,2,0,0, if i can get this bitch to go gtgt stature
3829,3,0,3,0,0, bitch you know the lingo hoe lol
3830,3,0,3,0,0, lol toughen up pussy
3831,3,0,3,0,0, that hoe skilled
3832,3,0,2,1,0, we gotta find this hoe
3833,3,0,0,3,0,  song trash
3834,3,0,3,0,0, boi stop aint no hoes in the 11th wardnever have been either thats why nobody knew where our hood wasaint no hoes
3835,3,2,0,1,1, i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week
3836,3,1,2,0,0, is such a hoe  wear your shoes ya big bitch you missed the couch shot ray allen bailed you out pussy
3837,3,1,2,0,0, r u a faggot
3838,3,0,3,0,0, loveeee itscheese that shit chunky lol
3839,3,0,0,3,0, carne asada gallo pinto tajadas verde queso frito and a salad with milca
3840,3,1,2,0,0,  psh if a sexy bitch gotta sexy voice she can easily get shit goin
3841,3,0,3,0,0,4murphy pussy
3842,3,0,3,0,0,4murphy stop being a pussy
3843,3,0,3,0,0,albert21 13 ha ha look what this fag said lol
3844,3,2,1,0,1,albert21 13 u pulledthat queer shit as spon as u put no homo lol
3845,3,0,2,1,0, yep lmao its been a hectic few weeks waddup ho
3846,3,0,0,3,0, go yankees
3847,3,1,2,0,0, hahahh thank you fag boy represent
3848,3,0,3,0,0, exactly so tweet some other shit fuck all that dont be like everybody this aint monkey see monkey do koiya
3849,3,1,2,0,0, inch that bitch out and flick it wit my tongue like a damn pinada
3850,3,1,2,0,0, dont pay dem bitches and they dirty ass chucks no mind bro
3851,3,0,3,0,0, we gotta get like 20 heads to go everyone brings tree some bring food bitches and liquor of course
3852,3,0,0,3,0,  homemade angel food yellow cake with halfinch chocolate frosting devils food to die for pecan pie
3853,3,0,0,3,0,  i was gone once dog ran a coon up the transformer pole she picked it off with one shotand still had electricity
3854,3,0,3,0,0, is having a birthday so make sure you tell that bitch be happy 128526128522 127881 amp celebrate without drugs 128683
3855,3,0,0,3,0, why were there penguins and a bird in the puppy bowl
3856,3,0,3,0,0, lol damn just thought id let you know my dad was going super saiyan ape shit
3857,3,0,3,0,0, nooo i amlmfao and dont bitch me ya bitch
3858,3,0,0,3,0,king i volunteer to be guinea pig and help test it out 128527128587
3859,3,0,3,0,0, lmaonigga talking like he bag bitches
3860,6,4,2,0,1, i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard amp disperse this trash masri
3861,3,0,1,2,0, well pee is oft yellow
3862,3,0,3,0,0,trill   says the scrawny nigger
3863,3,0,3,0,0,  prairie nigger
3864,3,0,3,0,0, haha alright well you gotta get here and see this bitch haha youll scare the shit outta him i already have
3865,3,0,3,0,0, haha no but i was ready to slap that bitch again he came walkin in my room to say hi while i was playin saints in my underwear 
3866,6,0,6,0,0, bitch
3867,3,0,3,0,0,monahan fuck you bitch
3868,6,0,6,0,0,  all bitches all day all the time
3869,7,6,1,0,1, fucking losers wetbacks sorrynotsorry
3870,3,0,3,0,0,  lots  my ass just wont be on that hoe
3871,3,0,0,3,0,  so you about to purpose to charlie
3872,3,1,2,0,0, im a dirty ass nigga with a clean dick fucked a bitch in her ass then she sucked my dick omg lil b we arent ready
3873,3,0,1,2,0, her face ugly to me amp her nudes were trash
3874,3,0,2,1,0,  this hoe 128293128293
3875,3,0,1,2,0, 128514128514 my fault it sound like it fucc nicca
3876,3,0,3,0,0,  000 what you say bitch selfiesonselfies 
3877,3,0,3,0,0, bare it bitchsee what i did there
3878,6,0,6,0,0, keep them around so new bitches know they could be the next ex if they dont stay in line
3879,6,0,6,0,0, were talking about fucking you right in the pussy
3880,3,0,3,0,0, yer dirty pussy
3881,3,1,2,0,0, do it pussy
3882,3,0,3,0,0,   no woman deserves to be sole stomped like that he is a bitch and so is everyone watching doing nada
3883,3,0,1,2,0, statement of the day ppl who rt  are even dumber than he is the ole birds of a feather type of deal
3884,6,0,0,6,0, our disco we used for disaster recovery was an awesome brownie points to how well built they are most extreme conditions
3885,3,0,0,3,0, charlie day
3886,3,0,3,0,0,  you sick bitch didnt even invite me
3887,3,0,3,0,0, shut up bitch
3888,3,1,2,0,0, niggahs be like im draggn my nutts in 2 degree weather  out tgere frozed like a bitch
3889,3,1,2,0,0, so your a dumb bitch
3890,3,1,2,0,0, ur so anal stfu for once u bitch
3891,3,0,3,0,0, basically we aint got room for basic bitches
3892,3,0,3,0,0, ha she got them bitches worked on
3893,3,0,3,0,0, bitch i know you seen me tweet bout you
3894,3,0,3,0,0, bitch bye
3895,6,1,5,0,0, bitch who is you
3896,6,0,6,0,0, 128514128514128514128128128128 alright nah bitch you want play on twitter
3897,3,0,3,0,0, amp you got cancer hoe
3898,3,0,3,0,0,  bitch you didnt feed me you asked my to buy you a burger 128514128514128128
3899,3,1,2,0,0, bitch nobody want you
3900,3,0,3,0,0, bitch thats why im bouta go to waffle
3901,3,0,3,0,0, bitch you not coming 
3902,3,3,0,0,1,  now we have a ebloa case in texas if we kill all the niggers we might be safe
3903,3,0,3,0,0, i read that in his voice like a hoe128514
3904,3,0,3,0,0, fml both or half breed ex at the gym ugh
3905,3,0,3,0,0, nice pussy
3906,3,2,1,0,1, idk you into mouthy spics on welfare with 6 kids and 3 baby daddys
3907,3,1,0,2,0, your a big yute to be having slits in your brows my darg lol drop it out
3908,3,0,3,0,0,  haha noo bitch now 128071 stop playing games hoe 128517128514
3909,3,0,0,3,0, and the yankees gave you a win  happy birthday
3910,3,0,3,0,0,  im jst fckn w you128514 ive always wanted to jigg hella good too we jst not wild enough to be in the circle cuz128557
3911,3,3,0,0,1,page i dont bend that way queer thanks for the offer its flattering
3912,3,3,0,0,1, go back to nigeria faggot
3913,3,1,2,0,0, ratchet white trash
3914,3,0,3,0,0, some white bitch on facebook lol
3915,3,0,3,0,0,   get a real hair cut faggot i served my country in the marines for 8 years what have u done
3916,3,0,3,0,0,   ur a fucking half breed dog stop acting
3917,3,0,3,0,0,  yall playful dont come dumb hoes
3918,3,0,0,3,0, ive only like about 3 pairtheyre overpriced trash 
3919,3,0,0,3,0, naw im trash keep ya pity hugs128530128133
3920,3,0,2,1,0, booty wop sided as hell
3921,3,0,0,3,0, kirkland two birds with one stone biggs
3922,3,0,3,0,0,j pussy
3923,3,0,0,3,0, hey teabagger the benghazi thing is a joke 13 benghazis under bush no hearings more on benghazi than real 911 attack
3924,3,1,2,0,0, they bout to try and hoe you next
3925,3,0,3,0,0, what are you doing up right now tavares kickin my bitch to curb for being too dramatic again
3926,3,0,3,0,0, reason for why he only rap about pussy  what am i supposed to talk about smh how bout you make music that aint negative
3927,3,2,0,1,1,a47 128514128514128514 youre a coon
3928,3,0,3,0,0,taylor im apparently the good luck chuck of bitches 
3929,3,0,2,1,0,  yall both trash
3930,3,0,0,3,0, i want some clams on the half shell  
3931,3,0,0,3,0, you date colored men
3932,3,0,3,0,0,ofgray   s  heres my opinion on the matter shes a cunt
3933,3,0,2,1,0, well wouldnt coast you that much but i dont see you going bass fishing with a bunch of rich rednecks either
3934,3,1,2,0,0,glz  you hoes aint loyal 128075
3935,3,0,3,0,0,   nigga caping for the bitch like we havent all seen her nudes already what does he want tf
3936,3,0,3,0,0, 128575pussy whipped
3937,3,1,2,0,0, avila she doin homework you jiggaboo let her be
3938,3,0,3,0,0, nigga what 115 without a warm up and you traveled like a bitch
3939,3,0,2,1,0, stick to the court hoe
3940,3,0,3,0,0, bitch follow me
3941,3,0,3,0,0,  i hope so the bitch was annoying i think she thought she was smart or something
3942,3,0,3,0,0, cassandrad boysix lol that was a cyber bitch slap for sure
3943,6,0,6,0,0,  ltlt whered you go big mouth bitchbusy choking on that cock i told you to find
3944,3,0,0,3,0,  dont trash jerseyodds areyou wouldnt last 10 minutes around here go back to watching barney
3945,6,0,0,6,0, bwahaaaa i just choked on an oreo cookieim figuring this may have something to do with it 
3946,3,0,3,0,0, breeding a nation of pussies now how the hell is a man a manif hes a pussyim concerned we have pussies amp psychos
3947,6,0,6,0,0, yeah i seen you tweet about bitch amp block i used itit fits
3948,6,2,4,0,0, yeahi try not to follow them zulu looking bitches muslims flat out no wayi use my sheets on my bed not my head
3949,3,0,3,0,0, lol its an acronym for that hoe over there
3950,3,0,1,2,0, its retarded ignore the harlem shake fad and hope it goes away soon
3951,3,0,3,0,0, so everybody knw i misspell shit 128514 ion proof read shit let ah bitch call me dumb ima back dey ass up 128526
3952,3,2,1,0,1, yeah me too my people the women laff at the set apart men they love the real niggas or niggers
3953,3,0,2,1,0, but bitch nobody was wanting your ass u assumed that cuz u let dogs run up in yo filth amp u think i want some of itnot
3954,3,2,0,1,1,   they have mix not all are retards aap is maoists terroristscongies and delusional retards
3955,3,0,3,0,0,  but she got a pussy now which makes him a her and shes bad so
3956,3,0,3,0,0, atlanta niggas  bay niggas gotta chill rt  im shitting on you hoes 
3957,3,0,3,0,0,fernandooo stfu nigguh ive been reading the manga for the longest and you know that
3958,3,0,3,0,0,   poor poor parker has nothingwithout aaryn 2 bitch about no 1 would even know he was around a looser
3959,6,0,6,0,0,  dat bitch a tampon
3960,3,0,0,3,0, 128514128514128514 a box full of yellow crayons
3961,3,0,3,0,0, 128514128514128514128514128514128514 i gotta keep my hoes on private
3962,3,2,1,0,1,  hey aklve im taking out the black ghetto trash youre blocked nigger
3963,3,0,3,0,0, i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch 128514128557
3964,9,1,8,0,0, thomas man yall niggas chill man im high af tho  yall niggas aint even tell me who the hoe is 1285649995
3965,3,0,0,3,0,dpc what did i prove for you that youre blissfully ignorant group thinker political chump and race traitor
3966,3,0,1,2,0, ali yellow bone be oh so easy wit da name callin b
3967,3,0,3,0,0, belle bitch
3968,3,0,2,1,0, you went iiiiiiinnnnnn on this hoe bro 
3969,3,0,2,1,0,times omg my mom did it on christmas once if i hadnt been the hostess that year i wouldve slit her throat
3970,3,0,3,0,0, you and  should name a group called mob  moaning old bitches
3971,3,1,2,0,0, shut the fuck up you cry baby all you do is bitch and whine about life shits retarded
3972,3,1,2,0,0, uh oh its 911 what you gonna preach and cry about today faggot
3973,3,1,2,0,0,god fag
3974,3,0,1,2,0,7eevee   i just wanted brownies man
3975,3,0,0,3,0,7eevee   ill trade you one car drift for brownies
3976,3,1,2,0,0,7eevee fake niggah they fake
3977,3,0,3,0,0, shit gettin money fuckin hoes uk how dat go lmaooooo
3978,3,0,3,0,0, doesnt wife these bitches 
3979,3,0,0,3,0, but seriously its the only reason i use a mega whatsoever pure favoritism also those sweet fuzzy wings
3980,3,0,3,0,0,  he seems like a weak faggot so probably yea
3981,3,1,2,0,0, i almost have enough rank to buy some stuff from the purple bitch what should i buy from the exotic guy
3982,3,1,2,0,0, buck beaners amp security started pushing him amp that jetsgreen faggot around
3983,3,0,3,0,0,nawpolo slutty ass dykes
3984,3,0,0,3,0,jaytee lol i already made it im waiting on my brownies to finish 128526
